variable,source,description,camels,nan_rate
DRCONOTQ,CDI,OTHER CONSUMER LN CHG-OFFS-QTR,UNASSIGNED,0.0032
DRCONQ,CDI,CONSUMER LOAN CHG-OFFS-QTR,UNASSIGNED,0.0032
DRCRCDQ,CDI,CREDIT CARD LN CHG-OFFS-QTR,UNASSIGNED,0.0032
DRLNLSQ,CDI,LN&LS CHARGE-OFFS-QTR,A,0.0032
DRLSQ,CDI,LEASE CHARGE-OFFS-QTR,A,0.0032
DROTHQ,CDI,ALL OTHER LN CHG-OFFS-QTR,UNASSIGNED,0.0032
DRREAGQ,CDI,FARMLAND RE LN CHG-OFFS-QTR,UNASSIGNED,0.0032
DRREAOT,CDI,OTHER RE LOANS CHARGE-OFFS,A,0.0032
DRREAOTQ,CDI,OTHER RE LOANS CHG-OFFS-QTR,UNASSIGNED,0.0032
DRRECNFQ,CDI,1-4 FAM CONST LN CHG-OFF-QTR,UNASSIGNED,0.0032
DRRECNOQ,CDI,OTHER CONSTRUCT LN CHG-OFF-QTR,UNASSIGNED,0.0032
DRRECONQ,CDI,CONSTRUCTION RE LN CHG-OFFS-QTR,UNASSIGNED,0.0032
DRRELOCQ,CDI,LINE OF CREDIT RE LN CHG-OFF-QTR,UNASSIGNED,0.0032
DRREMULQ,CDI,MULTIFAMILY RE LN CHG-OFFS-QTR,UNASSIGNED,0.0032
DRRENOTQ,CDI,OTHER NONFARM NONRES CHG-OFF-QTR,UNASSIGNED,0.0032
DRRENOWQ,CDI,OWN OCC NONFRM NONRS CHG-OFF-QTR,UNASSIGNED,0.0032
DRRENRSQ,CDI,NONFARM NONRES RE LN CHG-OFF-QTR,UNASSIGNED,0.0032
DRREOTHQ,CDI,RESIDENTIAL RE LN CHG-OFFS-QTR,UNASSIGNED,0.0032
DRREOTQ,CDI,RE LOANS-OTHER CHG-OFFS-QTR,UNASSIGNED,0.0032
DRREQ,CDI,RE LOANS CHG-OFFS-QTR,UNASSIGNED,0.0032
DRRERESQ,CDI,RE LOANS 1-4 FAMILY CHG-OFFS-QTR,UNASSIGNED,0.0032
DRRERS2Q,CDI,RE LN 1-4 FAM JR LN-CHG-OFF-QTR,UNASSIGNED,0.0032
DRRERSFQ,CDI,RE LN 1-4 FIRST LIEN-CHG-OFF-QTR,UNASSIGNED,0.0032
DRSCAFSQ,CDI,TOTAL DBT SEC-AFS-CHG-OFF-QTR,UNASSIGNED,0.3418
DRSCHTMQ,CDI,TOTAL DBT SEC-HTM-CHG-OFF-QTR,UNASSIGNED,0.3418
DRTOTQ,CDI,LOAN AND LEASE LOSS CHG-OFFS-QTR,UNASSIGNED,0.0032
EAMINTA,CDI,AMORT OF INTAN ASSETS-ANN,UNASSIGNED,0.0032
EAMINTQ,CDI,AMORTIZATION OF INTANG ASSET-QTR,UNASSIGNED,0.0032
ECD100A,CDI,"INT EXP TIME CD GT $250,000-ANN",UNASSIGNED,0.0032
ECD100Q,CDI,"INT EXP TIME CD GT $250,000-QTR",UNASSIGNED,0.0032
ECOSTF,CDI,COST OF FUNDS,UNASSIGNED,0.0032
ECOSTFA,CDI,COST OF FUNDS-ANN,UNASSIGNED,0.0032
ECOSTFQ,CDI,COST OF FUNDS-QTR,UNASSIGNED,0.0032
EDEPA,CDI,DEPOSIT INTEREST EXPENSE-ANN,M,0.0032
EDEPDOMA,CDI,DEPOSIT INTEREST EXPENSE-DOM-ANN,M,0.0032
EDEPDOMQ,CDI,DEPOSIT INTEREST EXPENSE-DOM-QTR,M,0.0032
EDEPQ,CDI,DEPOSIT INTEREST EXPENSE-QTR,M,0.0032
EEFF,CDI,EFFICIENCY RATIO EXPENSE,M,0.0032
EEFFQ,CDI,EFFICIENCY RATIO EXPENSE-QTR,M,0.0032
EFREPPA,CDI,FED FUNDS & REPO INT EXPENSE-ANN,M,0.0032
EFREPPQ,CDI,FED FUNDS & REPO INT EXPENSE-QTR,M,0.0032
EINTEXPA,CDI,TOTAL INTEREST EXPENSE-ANN,M,0.0032
EINTGWA,CDI,GOODWILL IMPAIRMENT LOSSES - QTR,UNASSIGNED,0.0032
EINTGWQ,CDI,GOODWILL IMPAIRMENT LOSSES - QTR,UNASSIGNED,0.0032
EINTGWQA,CDI,GOODWILL IMPAIRMT LOSSES-QTR-ANN,UNASSIGNED,0.0032
EINTOTHA,CDI,AMORT&IMPAIR LOSS OTH INT-ANN,UNASSIGNED,0.0032
EINTOTHQ,CDI,AMORT&IMPAIR LOSS OTHINT-QTR,UNASSIGNED,0.0032
EINTOTQA,CDI,AMORT&IMP LOSS OTH INT-QTR-ANN,UNASSIGNED,0.0032
EINTXQ,CDI,TOTAL INTEREST EXPENSE-QTR,M,0.0032
EINTXQA,CDI,TOTAL INTEREST EXPENSE-QTR-ANN,M,0.0032
ELNATQ,CDI,PROV FOR CREDIT LOSSES-QTR,UNASSIGNED,0.0032
ELNATQA,CDI,PROV FOR CREDIT LOSSES-QTR-ANN,UNASSIGNED,0.0032
ELNATQCP,CDI,PROV FOR CREDIT LOSSES-QTR-CP,UNASSIGNED,0.0054
ELNATQPP,CDI,PROV FOR CREDIT LOSSES-QTR-PP,UNASSIGNED,0.0054
ELNATRA,CDI,PROVISION FOR CREDIT LOSSES - ANN,A,0.0032
ELNATRCP,CDI,PROV FOR CREDIT LOSSES-CP,UNASSIGNED,0.005
ELNATRPP,CDI,PROV FOR CREDIT LOSSES-PP,UNASSIGNED,0.005
ELNLOSA,CDI,PROV CREDIT LOSSES-ANN,UNASSIGNED,0.0032
ELNLOSQ,CDI,PROV CREDIT LOSSES-QTR,UNASSIGNED,0.0032
ELNLOSQA,CDI,PROV CREDIT LOSSES-QTR-ANN,UNASSIGNED,0.0032
ENONTRAA,CDI,NONTRANSACTION ACCTS INT EXP-ANN,UNASSIGNED,0.0032
ENONTRAQ,CDI,NONTRANSACTION ACCTS INT EXP-QTR,UNASSIGNED,0.0032
EOFAQ,CDI,PROV CR LOSS-OTH FIN ASSETS-QTR,UNASSIGNED,0.3418
EOTHINQA,CDI,OTHER INTEREST EXPENSE-QTR-ANN,M,0.0032
EOTHINTA,CDI,OTHER INTEREST EXPENSE-ANN,M,0.0032
EOTHINTQ,CDI,OTHER INTEREST EXPENSE-QTR,M,0.0032
EOTHNINA,CDI,ALL OTHER NONINTEREST EXP-ANN,M,0.0032
EOTHNINQ,CDI,ALL OTHER NONINTEREST EXP-QTR,M,0.0032
EOTHTIMA,CDI,"INT EXP TIME CD LE $250,000-ANN",UNASSIGNED,0.0032
EOTHTIMQ,CDI,"INT EXP TIME CD LE $250,000-QTR",UNASSIGNED,0.0032
EPREMAGA,CDI,PREMISES & FIXED ASSETS EXP-ANN,UNASSIGNED,0.0032
EPREMAGQ,CDI,PREMISES & FIXED ASSETS EXP-QTR,UNASSIGNED,0.0032
EQ2,CDI,TOTAL BANK EQUITY CAPITAL-CAVG2,C,0.0032
EQ5,CDI,TOTAL BANK EQUITY CAPITAL-CAVG5,C,0.0032
EQCDIVA,CDI,CASH DIVIDENDS ON COMM & PFD-ANN,L,0.0032
EQCDIVQ,CDI,CASH DIVIDENDS ON CAPITAL STK-Q,C,0.0032
EQCS2,CDI,COMMON STOCK-CAVG2,UNASSIGNED,0.0032
EQCS5,CDI,COMMON STOCK-CAVG5,UNASSIGNED,0.0032
EQCSSTXQ,CDI,CAPITAL STOCK TRANSACTIONS - QTR,C,0.0032
EQCSXQ,CDI,NET ADDITIONS TO CAPITAL STOCK-Q,C,0.0032
EQCTRSXQ,CDI,TREASURY STOCK TRANSACTION - QTR,UNASSIGNED,0.0032
EQPP2,CDI,PERPETUAL PREFERRED STOCK-CAVG2,UNASSIGNED,0.0032
EQPP5,CDI,PERPETUAL PREFERRED STOCK-CAVG5,UNASSIGNED,0.0032
EQSUR2,CDI,SURPLUS-CAVG2,UNASSIGNED,0.0032
EQSUR5,CDI,SURPLUS-CAVG5,UNASSIGNED,0.0032
EQTOTCP,CDI,TOTAL BANK EQUITY CAPITAL,C,0.005
EQTOTPP,CDI,TOTAL EQUITY-PP,C,0.005
EQUP2,CDI,UNDIVIDED PROFITS-CAVG2,E,0.0032
EQUP5,CDI,UNDIVIDED PROFITS-CAVG5,E,0.0032
ERNAST,CDI,TOTAL EARNING ASSETS,UNASSIGNED,0.0033
ERNAST2,CDI,TOTAL EARNING ASSETS-CAVG2I,UNASSIGNED,0.0033
ERNAST5,CDI,TOTAL EARNING ASSETS-CAVG5I,UNASSIGNED,0.0033
ESALA,CDI,SALARIES AND EMPLOYEE BEN-ANN,M,0.0032
ESALQ,CDI,SALARIES AND EMPLOYEE BEN-QTR,M,0.0032
ESAVDPA,CDI,NONTRANSACT SAV ACCT INT EXT-ANN,UNASSIGNED,0.0032
ESAVDPQ,CDI,NONTRANSACT SAV ACCT INT EXP-QTR,UNASSIGNED,0.0032
ESCAFSQ,CDI,PROV CR LOSS-SEC AFS-QTR,UNASSIGNED,0.3418
ESCHTMQ,CDI,PROV CR LOSS-SEC HTM-QTR,UNASSIGNED,0.3418
ETRANDPA,CDI,TRANSACTION ACCOUNTS INT EXP-ANN,UNASSIGNED,0.0032
ETRANDPQ,CDI,TRANSACTION ACCOUNTS INT EXP-QTR,UNASSIGNED,0.0032
EXTRAA,CDI,NET DISCONTINUED OPERATIONS-ANN,UNASSIGNED,0.0032
EXTRAQ,CDI,NET DISCONTINUED OPERATIONS-QTR,UNASSIGNED,0.0032
EXTRAQA,CDI,NET DISCONT OPERATION-QTR-ANN,UNASSIGNED,0.0032
FREPO2,CDI,FED FUNDS & REPOS SOLD-CAVG2,UNASSIGNED,0.0
FREPO5,CDI,FED FUNDS & REPOS SOLD-CAVG5,UNASSIGNED,0.0
FREPP2,CDI,FED FUNDS & REPOS PURCHASE-CAVG2,UNASSIGNED,0.0
FREPP5,CDI,FED FUNDS & REPOS PURCHASE-CAVG5,UNASSIGNED,0.0
IBEFTXA,CDI,INC BEFORE INC TAXS & DISC-ANN,UNASSIGNED,0.0032
IBEFTXQ,CDI,INC BEFORE INC TAXS & DISC-QTR,UNASSIGNED,0.0032
IBEFUGLQ,CDI,"INC BEF G/L EQ SC, TX &DISC-QTR",UNASSIGNED,0.2339
IBEFXTQA,CDI,INCOME BEFORE DISC OPR-QTR-ANN,E,0.0032
IBEFXTRA,CDI,INCOME BEFORE DISC OPR-ANN,E,0.0032
IBEFXTRQ,CDI,INCOME BEFORE DISC OPR-QTR,E,0.0032
ICHBALA,CDI,DEPOSITORY INSTITUT INT INC-ANN,L,0.0032
ICHBALQ,CDI,DEPOSITORY INSTITUT INT INC-QTR,L,0.0032
IEFF,CDI,EFFICIENCY RATIO INCOME,M,0.0032
IEFFQ,CDI,EFFICIENCY RATIO INCOME-QTR,M,0.0032
IFIDUCA,CDI,FIDUCIARY ACTIVITIES INCOME-ANN,E,0.0032
IFIDUCQ,CDI,FIDUCIARY ACTIVITIES INCOME-QTR,E,0.0032
IFREPOA,CDI,FED FUNDS & REPO INT INC-ANN,UNASSIGNED,0.0032
IFREPOQ,CDI,FED FUNDS & REPO INT INC-QTR,UNASSIGNED,0.0032
IGLSCAQ,CDI,AVAILABLE-FOR-SALE SEC G/L-QTR,UNASSIGNED,0.0032
IGLSCEQQ,CDI,UNREAL G/L EQ SEC - QTR,UNASSIGNED,0.2339
IGLSCHQ,CDI,HELD-TO-MATURITY SEC G/L-QTR,UNASSIGNED,0.0032
IGLSECA,CDI,SECURITIES GAINS AND LOSSES-ANN,S,0.0032
IGLSECJ,CDI,SECURITIES GAINS AND LOSSES-ADJ,S,0.0032
IGLSECJA,CDI,SECURITIES GAINS & LOSS-ADJ-ANN,S,0.0032
IGLSECJQ,CDI,SECURITIES GAINS & LOSS-ADJ-QTR,S,0.0032
IGLSECQ,CDI,SECURITIES GAINS AND LOSSES-QTR,S,0.0032
IGLSECQA,CDI,SECURITIES GAINS & LOSS-QTR-ANN,S,0.0032
IINSCOMA,CDI,INSURANCE COMMISSIONS & FEES-ANN,UNASSIGNED,0.0032
IINSCOMQ,CDI,INSURANCE COMMISSIONS & FEE-QTR,UNASSIGNED,0.0032
IINVFEEA,CDI,"INVEST BANK, BROKER & OTH-ANN",UNASSIGNED,0.0032
IINVFEEQ,CDI,"INVEST BANK, BROKER & OTH-QTR",UNASSIGNED,0.0032
ILNA,CDI,LOAN INCOME-ANN,E,0.0032
ILNAGA,CDI,AGRICULTURAL LOAN INCOME-ANN,E,0.0033
ILNAGQ,CDI,AGRICULTURAL LOAN INCOME-QTR,E,0.0033
ILNCIA,CDI,COMMERCIAL LOAN INCOME-ANN,E,0.0032
ILNCIQ,CDI,COMMERCIAL LOAN INCOME-QTR,E,0.0032
ILNCONA,CDI,CONSUMER LOAN INCOME-ANN,E,0.0032
ILNCONOA,CDI,OTHER CONSUMER LOAN INCOME-ANN,E,0.0032
ILNCONOQ,CDI,OTHER CONSUMER LOAN INCOME-QTR,E,0.0032
ILNCONQ,CDI,CONSUMER LOAN INCOME-QTR,E,0.0032
ILNCRCDA,CDI,CREDIT CARD LOAN INCOME-ANN,E,0.0032
ILNCRCDQ,CDI,CREDIT CARD LOAN INCOME-QTR,E,0.0032
ILNDOMA,CDI,LOAN INCOME-DOM-ANN,E,0.0032
ILNDOMQ,CDI,LOAN INCOME-DOM-QTR,E,0.0032
ILNLSA,CDI,LOAN & LEASE INCOME-ANN,E,0.0032
ILNLSDA,CDI,LOAN & LEASE INCOME-DOM-ANN,E,0.0032
ILNLSDQ,CDI,LOAN & LEASE INCOME-DOM-QTR,E,0.0032
ILNLSQ,CDI,LOAN & LEASE INCOME-QTR,E,0.0032
ILNLSXA,CDI,TAX-EXEMPT LN & LS INT INC-ANN,UNASSIGNED,0.0032
ILNLSXQ,CDI,TAX-EXEMPT LN & LS INT INC-QTR,UNASSIGNED,0.0032
ILNOTHA,CDI,ALL OTHER LOAN INCOME-ANN,E,0.0032
ILNOTHEA,CDI,ALL OTHER LOAN INCOME-ANN,E,0.0032
ILNOTHEQ,CDI,ALL OTHER LOAN INCOME-QTR,E,0.0032
ILNOTHQ,CDI,ALL OTHER LOAN INCOME-QTR,E,0.0032
ILNQ,CDI,LOAN INCOME-QTR,E,0.0032
ILNREA,CDI,REAL ESTATE LOAN INCOME-ANN,E,0.0032
ILNREFNQ,CDI,NONCASH INC 1-4 FAM NEG AM - QTR,L,0.2238
ILNREOTA,CDI,OTHER RE LOAN INCOME - ANN,E,0.0032
ILNREOTQ,CDI,OTHER RE LOAN INCOME - QTR,E,0.0032
ILNREQ,CDI,REAL ESTATE LOAN INCOME-QTR,E,0.0032
ILNRERSA,CDI,1-4 FM RE LOAN INCOME - ANN,E,0.0032
ILNRERSQ,CDI,1-4 FM RE LOAN INCOME - QTR,E,0.0032
ILSA,CDI,LEASE INCOME-ANN,E,0.0032
ILSQ,CDI,LEASE INCOME-QTR,E,0.0032
INTAN2,CDI,INTANGIBLE ASSETS-CAVG2,C,0.0032
INTAN5,CDI,INTANGIBLE ASSETS-CAVG5,C,0.0032
INTANMS2,CDI,MORTGAGE SERVICING RIGHTS-CAVG2,UNASSIGNED,0.0032
INTANMS5,CDI,MORTGAGE SERVICING RIGHTS-CAVG5,UNASSIGNED,0.0032
INTINCA,CDI,TOTAL INTEREST INCOME-ANN,E,0.0032
INTINQ,CDI,TOTAL INTEREST INCOME-QTR,E,0.0032
INTINQA,CDI,TOTAL INTEREST INCOME-QTR-ANN,E,0.0032
INVSUB2,CDI,INVEST IN UNCONSOLID SUBS-CAVG2,UNASSIGNED,0.0032
INVSUB5,CDI,INVEST IN UNCONSOLID SUBS-CAVG5,UNASSIGNED,0.0032
IOTHIIA,CDI,OTHER INTEREST INCOME-ANN,E,0.0032
IOTHIIQ,CDI,OTHER INTEREST INCOME-QTR,E,0.0032
IOTNIIA,CDI,OTHER NONINTEREST INCOME-ANN,E,0.0032
IOTNIIQ,CDI,OTHER NONINTEREST INCOME-QTR,E,0.0032
ISCA,CDI,TOTAL SECURITY INCOME-ANN,E,0.0032
ISCCATMA,CDI,CONSMR DEP ATM SER CHGE-ANN,UNASSIGNED,0.1804
ISCCATMQ,CDI,CONSMR DEP ATM SER CHGE-QTR,UNASSIGNED,0.1804
ISCGCMNA,CDI,CONSMER DEP MAIN SER CHGE-ANN,UNASSIGNED,0.1804
ISCGCMNQ,CDI,CONSMER DEP MAIN SER CHGE-QTR,UNASSIGNED,0.1804
ISCGCOVA,CDI,CONSMER DEP OVDRFT SER CHGE-ANN,UNASSIGNED,0.1804
ISCGCOVQ,CDI,CONSMER DEP OVDRFT SER CHGE-QTR,UNASSIGNED,0.1804
ISCGOTHA,CDI,ALL OTH SER CHRG-DEP-ANN,UNASSIGNED,0.1804
ISCGOTHQ,CDI,ALL OTH SER CHRG-DEP-QTR,UNASSIGNED,0.1804
ISCMTGBA,CDI,MORGAGE-BACKED SEC INT INC-ANN,UNASSIGNED,0.0032
ISCMTGBQ,CDI,MORTGAGE-BACKED SEC INT INC-QTR,UNASSIGNED,0.0032
ISCMUNXA,CDI,TAX-EMEMPT MUNICIPAL SEC INC-ANN,UNASSIGNED,0.0032
ISCMUNXQ,CDI,TAX-EMEMPT MUNICIPAL SEC INC-QTR,UNASSIGNED,0.0032
ISCOTHA,CDI,ALL OTHER SECURITIES INT INC-ANN,S,0.0032
ISCOTHQ,CDI,ALL OTHER SECURITIES INT INC-QTR,S,0.0032
ISCOTIEA,CDI,OTH TEMP IMP LOSS SEC- EARN-ANN,UNASSIGNED,0.1786
ISCOTIEQ,CDI,OTH TEMP IMP LOSS SEC- EARN-QTR,UNASSIGNED,0.1786
ISCQ,CDI,TOTAL SECURITY INCOME-QTR,E,0.0032
ISCUSTAA,CDI,U.S.TREAS & AGENCY INT INC-ANN,UNASSIGNED,0.0032
ISCUSTAQ,CDI,U.S.TREAS & AGENCY INT INC-QTR,UNASSIGNED,0.0032
ISERCHGA,CDI,SERVICE CHARGE ON DEP ACCTS-ANN,UNASSIGNED,0.0032
ISERCHGQ,CDI,SERVICE CHARGE ON DEP ACCTS-QTR,UNASSIGNED,0.0032
ISERFEEA,CDI,SERVICING FEES-ANN,UNASSIGNED,0.0032
ISERFEEQ,CDI,SERVICING FEE-QTR,UNASSIGNED,0.0032
ITAXA,CDI,APPLICABLE INCOME TAXES-ANN,E,0.0032
ITAXQ,CDI,APPLICABLE INCOME TAXES-QTR,E,0.0032
ITAXQA,CDI,APPLICABLE INCOME TAXES-QTR-ANN,E,0.0032
LCLC,CDI,UNUSED COMMIT & CREDIT LETTERS,UNASSIGNED,0.0
LIAB2,CDI,TOTAL LIABILITIES-CAVG2,UNASSIGNED,0.0
LIAB5,CDI,TOTAL LIABILITIES-CAVG5,UNASSIGNED,0.0
LIABEQ2,CDI,TOTAL LIABILITIES & CAP-CAVG2,UNASSIGNED,0.0
LIABEQ5,CDI,TOTAL LIABILITIES & CAP-CAVG5,UNASSIGNED,0.0
LIABINT,CDI,INTEREST-BEARING LIABILITIES,UNASSIGNED,0.0033
LIABINT2,CDI,INTEREST-BEARING LIAB-CAVG2,UNASSIGNED,0.0033
LIABINT5,CDI,INTEREST-BEARING LIAB-CAVG5,UNASSIGNED,0.0033
LNAG1,CDI,AGRICULTURAL LOANS-UNDER 100-$,UNASSIGNED,0.0025
LNAG1N,CDI,AGRICULTURAL LOANS-UNDER 100-NUM,UNASSIGNED,0.0025
LNAG2,CDI,AGRICULTURAL LOANS-100-250-$,UNASSIGNED,0.0025
LNAG22,CDI,AG LOANS-CAVG2,UNASSIGNED,0.0032
LNAG2N,CDI,AGRICULTURAL LOANS-100-250-NUM,UNASSIGNED,0.0025
LNAG3,CDI,AGRICULTURAL LOANS-250-500-$,UNASSIGNED,0.0025
LNAG3N,CDI,AGRICULTURAL LOANS-250-500-NUM,UNASSIGNED,0.0025
LNAG4,CDI,AGRICULTURAL LOANS-UNDER 500-$,UNASSIGNED,0.0025
LNAG4N,CDI,AGRICULTURAL LOANS-UNDER 500-NUM,UNASSIGNED,0.0025
LNAG5,CDI,AG LOANS-CAVG5,UNASSIGNED,0.0032
LNAGDOM2,CDI,AG LOANS-DOM-CAVG2,UNASSIGNED,0.0032
LNAGDOM5,CDI,AG LOANS-DOM-CAVG5,UNASSIGNED,0.0032
LNAGTEST,CDI,AGRICULTURAL LOAN TEST,UNASSIGNED,0.0
LNAGTOT,CDI,TOTAL AG LOANS,UNASSIGNED,0.0032
LNATRES2,CDI,ALLOW FOR CREDIT LOSSES ON LNS & LS & CAVG2,UNASSIGNED,0.0032
LNATRES5,CDI,ALLOW FOR CREDIT LOSSES ON LNS & LS & CAVG5,UNASSIGNED,0.0032
LNATRESJ,CDI,ALLOW FOR CREDIT LOSSES ON LN & LS-ADJUSTED,UNASSIGNED,0.0032
LNAUTO2,CDI,CONSUMER LOANS - AUTO - CAVG2,UNASSIGNED,0.0032
LNAUTO5,CDI,CONSUMER LOANS - AUTO - CAVG5,UNASSIGNED,0.0032
LNAUTOD2,CDI,CONSUMER LN - AUTO- DOM - CAVG2,UNASSIGNED,0.0032
LNAUTOD5,CDI,CONSUMER LN - AUTO- DOM- CAVG5,UNASSIGNED,0.0032
LNCI1,CDI,C&I LOANS-UNDER-100-$,UNASSIGNED,0.0025
LNCI1N,CDI,C&I LOANS-UNDER-100-NUM,UNASSIGNED,0.0025
LNCI2,CDI,C&I LOANS-100-250-$,UNASSIGNED,0.0025
LNCI22,CDI,C&I LOANS-CAVG2,UNASSIGNED,0.0
LNCI2N,CDI,C&I LOANS-100-250-NUM,UNASSIGNED,0.0025
LNCI3,CDI,C&I LOANS-250-1M-$,UNASSIGNED,0.0025
LNCI3N,CDI,C&I LOANS-250-1M-NUM,UNASSIGNED,0.0025
LNCI4,CDI,C&I LOANS-UNDER-1M-$,UNASSIGNED,0.0025
LNCI4N,CDI,C&I LOANS-UNDER-1M-NUM,UNASSIGNED,0.0025
LNCI5,CDI,C&I LOANS-CAVG5,UNASSIGNED,0.0
LNCIBD,CDI,COMMERCIAL OR BUSINESS LOANS-DOM,UNASSIGNED,0.0032
LNCIDOM2,CDI,C&I LOANS-DOM-CAVG2,UNASSIGNED,0.0
LNCIDOM5,CDI,C&I LOANS-DOM-CAVG5,UNASSIGNED,0.0
LNCOMRE2,CDI,COMMERCIAL RE LOANS-CAVG2,UNASSIGNED,0.0032
LNCOMRE5,CDI,COMMERCIAL RE LOANS-CAVG5,UNASSIGNED,0.0032
LNCON2,CDI,CONSUMER LOANS-CAVG2,UNASSIGNED,0.0032
LNCON5,CDI,CONSUMER LOANS-CAVG5,UNASSIGNED,0.0032
LNCONCEN,CDI,CREDIT RISK CONCENTRATED - LOANS,S,0.0032
LNCONDO2,CDI,CONSUMER LOANS-DOM-CAVG2,UNASSIGNED,0.0032
LNCONDO5,CDI,CONSUMER LOANS-DOM-CAVG5,UNASSIGNED,0.0032
LNCONOT2,CDI,OTHER CONSUMER LOANS-CAVG2,UNASSIGNED,0.0032
LNCONOT5,CDI,OTHER CONSUMER LOANS-CAVG5,UNASSIGNED,0.0032
LNCONTRA,CDI,OTHER CONTRA ACCOUNTS,UNASSIGNED,0.0
LNCRCD2,CDI,CREDIT CARD PLANS-CAVG2,UNASSIGNED,0.0032
LNCRCD5,CDI,CREDIT CARD PLANS-CAVG5,UNASSIGNED,0.0032
LNDEP2,CDI,DEPOSITORY INST LNS-CAVG2,L,0.0
LNDEP5,CDI,DEPOSITORY INST LNS-CAVG5,L,0.0
LNDIVER,CDI,CREDIT RISK DIVERSIFIED - LOANS,UNASSIGNED,0.0032
LNHRSK,CDI,HIGH RISK LOANS,UNASSIGNED,0.0
LNLS2,CDI,LN&LS + UNEARNED INC-CAVG2,UNASSIGNED,0.0
LNLS5,CDI,LN&LS + UNEARNED INC-CAVG5,UNASSIGNED,0.0
LNLSDOM2,CDI,LN&LS + UNEARNED INC-DOM-CAVG2,UNASSIGNED,0.0
LNLSDOM5,CDI,LN&LS + UNEARNED INC-DOM-CAVG5,UNASSIGNED,0.0
LNLSEC1,CDI,NET LN&LS AND SEC GT 1 YEAR,UNASSIGNED,0.0032
LNLSFOR2,CDI,LN&LS + UNEARNED INC-FOR-CAVG2,UNASSIGNED,0.0
LNLSFOR5,CDI,LN&LS + UNEARNED INC-FOR-CAVG5,UNASSIGNED,0.0
LNLSFORW,CDI,LN&LS + UNEARNED INC-FOR,UNASSIGNED,0.0
LNLSGR2,CDI,LOANS AND LEASES-TOTAL-CAVG2,UNASSIGNED,0.0
LNLSGR5,CDI,LOANS AND LEASES-TOTAL-CAVG5,UNASSIGNED,0.0
LNLSGRD2,CDI,LOANS AND LEASES-TOTAL-DOM-CAVG2,UNASSIGNED,0.0
LNLSGRD5,CDI,LOANS AND LEASES-TOTAL-DOM-CAVG5,UNASSIGNED,0.0
LNLSGRF2,CDI,LOANS AND LEASES-TOTAL-FOR-CAVG2,UNASSIGNED,0.0
LNLSGRF5,CDI,LOANS AND LEASES-TOTAL-FOR-CAVG5,UNASSIGNED,0.0
LNLSGRFW,CDI,LOANS AND LEASES-TOTAL-FOR,UNASSIGNED,0.0
LNLSGRJ,CDI,LOANS & LEASES TOTAL-ADJUSTED,UNASSIGNED,0.0
LNLSNET2,CDI,LOANS AND LEASES-NET-CAVG2,UNASSIGNED,0.0
LNLSNET5,CDI,LOANS AND LEASES-NET-CAVG5,UNASSIGNED,0.0
LNMUNID2,CDI,MUNI LOANS-DOM-CAVG2,UNASSIGNED,0.0032
LNMUNID5,CDI,MUNI LOANS-DOM-CAVG5,UNASSIGNED,0.0032
LNORE,CDI,ALL R/E LOANS PLUS OREO,UNASSIGNED,0.0032
LNOTCI,CDI,OTHER LNS & LS-COMM-QBP,UNASSIGNED,0.0032
LNOTCI2,CDI,OTHER LOANS & LEASES-QBP-CAVG2,UNASSIGNED,0.0032
LNOTCI5,CDI,OTHER LOANS & LEASES-QBP-CAVG5,UNASSIGNED,0.0032
LNOTD,CDI,ALL OTHER LOANS-DOM,UNASSIGNED,0.0032
LNOTD2,CDI,ALL OTHER LOANS-DOM-CAVG2,UNASSIGNED,0.0032
LNOTD5,CDI,ALL OTHER LOANS-DOM-CAVG5,UNASSIGNED,0.0032
LNOTMI,CDI,OTHER LOANS & LEASES-MI VERSION,UNASSIGNED,0.0032
LNOTSI,CDI,OTHER LOANS & LEASES-SI-QBP,UNASSIGNED,0.0032
LNRE2,CDI,RE LOANS-CAVG2,UNASSIGNED,0.0
LNRE5,CDI,RE LOANS-CAVG5,UNASSIGNED,0.0
LNREAG1,CDI,RE AGRICULTURAL-UNDER 100-$,UNASSIGNED,0.0025
LNREAG1N,CDI,RE AGRICULTURAL-UNDER 100-NUM,UNASSIGNED,0.0025
LNREAG2,CDI,RE AGRICULTURAL-100-250-$,UNASSIGNED,0.0025
LNREAG22,CDI,RE AGRICULTURAL-CAVG2,UNASSIGNED,0.0
LNREAG2N,CDI,RE AGRICULTURAL-100-250-NUM,UNASSIGNED,0.0025
LNREAG3,CDI,RE AGRICULTURAL-250-500-$,UNASSIGNED,0.0025
LNREAG3N,CDI,RE AGRICULTURAL-250-500-NUM,UNASSIGNED,0.0025
LNREAG4,CDI,RE AGRICULTURAL-UNDER 500-$,UNASSIGNED,0.0025
LNREAG4N,CDI,RE AGRICULTURAL-UNDER 500-NUM,UNASSIGNED,0.0025
LNREAG5,CDI,RE AGRICULTURAL-CAVG5,UNASSIGNED,0.0
LNRECFM,CDI,1-4 FM RE CONS LN BK ONLY - RAT,UNASSIGNED,0.0032
LNRECM,CDI,RE COMMERCIAL & MULTIFAMILY LNS,UNASSIGNED,0.0
LNRECNF2,CDI,1-4 FAM CONSTRUCT RE LNS-CAVG2,UNASSIGNED,0.0032
LNRECNF5,CDI,1-4 FAM CONSTRUCT RE LNS-CAVG5,UNASSIGNED,0.0032
