"RIS Name","Description","Database","Report","FRB Number","Call Names"
"P9LAUTO","90+ DAYS P/D AUTO LN-LOSS SH","FTS","RC-N","RCFDK082 RCONK082",""
"P9LCI","90+DAYS P/D C&I LNS-LOSS SH","FTS","RC-N","RCFDK076 RCONK076",""
"P9LCONOT","90+ DAYS P/D OTHER CON-LOSS SH","FTS","RC-N","RCFDK085 RCONK085",""
"P9LCRCD","90+ DAYS P/D CR CARD LN-LOSS SH","FTS","RC-N","RCFDK079 RCONK079",""
"P9LDEP","90+ DAY P/D DEP INST LN-LOSS SH","FTS","RC-N","RCFDK092 RCONK092",""
"P9LFG","90+ DAYS P/D FOR GOVT-LOSS SH","FTS","RC-N","RCFDK096 RCONK096",""
"P9LGTY","90+ D P/D PROTECT (GTY)-LOSS SH","FTS","RC-N","RCFDK103 RCONK103",""
"P9LLS","90+ DAYS P/D LEASES-LOSS SH","FTS","RC-N","RCFDK271 RCONK271",""
"P9LNFV","90+ DAYS P/D LN - FAIR VALUE","FTS","RC-N","RCFDF665 RCONF665",""
"P9LNIMPB","90+ D P/D OUTSTD BAL PUR IMP LN","FTS","RC-N","RCFDL184 RCONL184",""
"P9LNIMPC","90+ D P/D CARRY AMT PUR IMP LN","FTS","RC-N","RCFDL187 RCONL187",""
"P9LNLS","90+ DAYS P/D-LOANS & LEASES","FTS","RC-N","RCON1407 RCFD1407",""
"P9LNNDFI","LNS TO NONDEP FIS IN RC-N 7 - PD 90 DAYS ACCRUING","FTS","RC-N","RCFDPV24 RCONPV24",""
"P9LNSALE","90 DAYS P/D-L&L HELD FOR SALE","FTS","RC-N","RCFDC241 RCONC241",""
"P9LNUP","90+ DAYS P/D LN - UNPAID PRIN","FTS","RC-N","RCFDF668 RCONF668",""
"P9LOT","90 + DAY P/D OTHER LNS-LOSS SH","FTS","RC-N","RCFDK100 RCONK100",""
"P9LOTH","90+ DAYS P/D OTHER LNS-LOSS SH","FTS","RC-N","RCFDK088 RCONK088",""
"P9LREAG","90+ DAY P/D RE FARM-LOSS SH","FTS","RC-N","RCONK052",""
"P9LRECNF","90+ DAY P/D 1-4 FM CONS-LOSS SH","FTS","RC-N","RCONK046",""
"P9LRECNO","90+ DAY P/D OTH CONST-LOSS SH","FTS","RC-N","RCONK049",""
"P9LREFM1","90+ D P/D 1-4 FM 1ST LN-LOSS SH","FTS","RC-N","RCONK058",""
"P9LREFM2","90+ D P/D 1-4 FM JR LN-LOSS SH","FTS","RC-N","RCONK061",""
"P9LREFOR","90+ DAYS P/D RE FOREIGN-LOSS SH","FTS","RC-N","RCFNK292",""
"P9LRELOC","90+ DAY P/D 1-4 FM LINE-LOSS SH","FTS","RC-N","RCONK055",""
"P9LREMUL","90+ DAY P/D MULTIFAM - LOSS SH","FTS","RC-N","RCONK064",""
"P9LRENRO","90+ DAYS P/D OTHER NFNR-LOSS SH","FTS","RC-N","RCONK070",""
"P9LRENRW","90+ D P/D OWN-OCC NFNR-LOSS SH","FTS","RC-N","RCONK067",""
"P9LS","90+ DAYS P/D-LEASES","FTS","RC-N","RCON1227",""
"P9LSCON","90+ DAYS P/D CONSUMER LEASES","FTS","RC-N","RCFDF167 RCONF167",""
"P9LSNUS","90+ DAYS P/D-LEASES*NON-U.S.","FTS","RC-N","RCFD1272 RCON1272",""
"P9LSOTH","90+ DAYS P/D ALL OTHER LEASES","FTS","RC-N","RCFDF170",""
"P9LSUS","90+ DAYS P/D-LEASES*U.S.","FTS","RC-N","RCFD1258 RCON1258 RCON1227",""
"P9LTL","90+ DAY P/D TOT LN-LOSS SH-051","FTS","RC-N","RCONFT20",""
"P9OTHLN","90+ DAYS P/D-ALL OTHER LOANS","FTS","RC-N","RCFD5460 RCON5460 RCON1956",""
"P9RE","90+ DAYS P/D-REAL ESTATE LOANS","FTS","RC-N","RCON1211 RCON1422",""
"P9REAG","90+ DAYS P/D-RE*FARMLAND","FTS","RC-N","RCON3494 RCON5428",""
"P9RECNFM","90+ DAYS P/D 1-4 FAM CONSTRUC LN","FTS","RC-N","RCONF174",""
"P9RECNOT","90+ DAYS P/D OTHER CONSTR & LAND","FTS","RC-N","RCONF175",""
"P9RECONS","90+ DAYS P/D-RE*CONSTRUCTION","FTS","RC-N","RCON2769 RCON5425 RCON1951",""
"P9REFOR","90 + DAYS P/D-RE*FOREIGN","FTS","RC-N","RCFNB573",""
"P9RELAND","90+ DAYS P/D-RE*LAND LOANS","FTS","RC-N","",""
"P9RELOC","90+ DAYS P/D-RE*1-4 FAM LINES","FTS","RC-N","RCON5399 RCON5431",""
"P9REMULT","90+ DAYS P/D-RE*MULTIFAMILY","FTS","RC-N","RCON3500 RCON5437",""
"P9RENRES","90+ DAYS P/D-RE*NONFARM NONRES","FTS","RC-N","RCON3503 RCON5440",""
"P9RENROT","90+ DAYS P/D OTHER NONFRM NONRES","FTS","RC-N","RCONF181",""
"P9RENROW","90+ DAYS P/D 0WN-OCC NONFR NONRS","FTS","RC-N","RCONF180",""
"P9RENUS","90+ DAYS P/D-RE*NON-U.S.","FTS","RC-N","RCFD1249 RCON1249",""
"P9RERES","90+ DAYS P/D-RE*1-4 FAMILY","FTS","RC-N","RCON1947",""
"P9RERESO","90+ DAYS P/D-RE*1-4 FAM OTHER","FTS","RC-N","RCON5402 RCON5434",""
"P9RERSF2","90+ DAYS P/D-RE*1-4 JN LIEN","FTS","RC-N","RCONC239",""
"P9RERSFM","90+ DAYS P/D-RE*1-4 IST LIEN","FTS","RC-N","RCONC237",""
"P9REUS","90+ DAYS P/D-RE*U.S.","FTS","RC-N","RCFD1246 RCON1246 RCON1211",""
"P9RSAG","90+ DAYS P/D LN MODS TO BRWRS EXP FIN DFCLTY AG LN","FTS","RC-N","RCFDK139",""
"P9RSAGSM","90+ P/D LN MODS BRWRS EXP FIN DFCLTY - AG LN SM BK","FTS","RC-N","RCONK139",""
"P9RSAUTO","90+ DAYS P/D LN MODS TO BRWRS EXP FIN DFCLTY AUTO","FTS","RC-N","RCFDK278 RCONK278",""
"P9RSCI","90+ P/D LN MODS TO BRWRS EXP FIN DFCLTY - C&I LN","FTS","RC-N","RCONK258",""
"P9RSCINU","90+ P/D LN MODS BRWRS EXP FIN DFCLTY - C&I NON-US","FTS","RC-N","RCFDK124 RCONK124",""
"P9RSCIUS","90+ P/D LN MODS BRWRS EXP FIN DFCLTY - C&I US","FTS","RC-N","RCFDK121 RCONK121",""
"P9RSCNFM","90+ P/D LN MODS BRW EXP FIN DFCLTY - 1-4 FM CONST","FTS","RC-N","RCONK106",""
"P9RSCNOT","90+ P/D LN MODS BRW EXP FIN DFCLTY - OTH CONST&LND","FTS","RC-N","RCONK109",""
"P9RSCONO","90+ P/D LN MODS BRWR EXP FIN DFCLTY - OTH CONSUMER","FTS","RC-N","RCFDK281 RCONK281",""
"P9RSCRCD","90+ D P/D LN MODS TO BRWRS EXP FIN DFCLTY CR CARD","FTS","RC-N","RCFDK275 RCONK275",""
"P9RSDEP","90+ DAY P/D RESTRUCT DEP INST","FTS","RC-N","RCFDK135 RCONK135",""
"P9RSFG","90+ DAY P/D RESTRUCT FGN GOVT","FTS","RC-N","RCFDK284 RCONK284",""
"P9RSLNFM","90+ DAYS P/D LN MODS BRWR EXP FIN DFCLTY - 1-4 FAM","FTS","RC-N","RCONF662",""
"P9RSLNLS","90+ DAY P/D RESTRU LN EXCL 1-4 FM","FTS","RC-N","RCFD1659 RCON1659 RCON1663",""
"P9RSLNTL","90+ DAY P/D LN MODS TO BRWRS EXP FIN DFCLTY-TOT","FTS","RC-N","RCONHK27",""
"P9RSMULT","90+ P/D LN MODS BRWRS EXP FIN DFCLTY - MULTIFAM","FTS","RC-N","RCONK112",""
"P9RSNROT","90+ P/D LN MODS BRWRS EXP FIN DFCLTY - OTHER NFNR","FTS","RC-N","RCONK118",""
"P9RSNROW","90+ P/D LN MODS BRWR EXP FIN DFCLTY - NFNR OWN-OCC","FTS","RC-N","RCONK115",""
"P9RSOT","90+ DAY P/D RESTRUCT OTHER LN","FTS","RC-N","RCFDK287 RCONK287",""
"P9RSOTH","90+ P/D LN MODS BRWRS EXP FIN DFCLTY - ALL OTH LN","FTS","RC-N","RCFDK127 RCONK127",""
"P9RSREAG","90+ P/D LN MODS TO BRWR EXP FIN DFCLTY - RE FARM","FTS","RC-N","RCONK131",""
"P9RSREFN","90+ DAY P/D RESTRUCT RE FGN OFF","FTS","RC-N","RCFNK295",""
"P9RTRC","90+ DAYS P/D-REPLACE-CONTRACTS","FTS","RC-N","RCON3530 RCFD3530",""
"P9SCDEBT","90+ DAYS P/D-DEBT SECURITIES","FTS","RC-N","RCFD3506 RCON3506",""
"PARCERT","PARENT CERTIFICATE NUMBER","FTS","FTS","",""
"PARTACQU","PARTICIPATIONS ACQUIRED","FTS","RC-R","RCFD3429 RCON3429",""
"PARTCONV","PARTICIPATIONS CONVEYED","FTS","RC-L","RCFD3428 RCON3428",""
"PM","PRECIOUS METALS","FTS","RC-R","",""
"PM1LES","PRECIOUS METALS-1 YEAR OR LESS","FTS","RC-R","RCFD8774 RCON8774",""
"PM1T5","PRECIOUS METALS-1 TO 5 YEARS","FTS","RC-R","RCFD8775 RCON8775",""
"PMOVR1","PRECIOUS METALS-OVER 1 YEAR","FTS","RC-R","",""
"PMOVR5","PRECIOUS METALS-OVER 5 YEARS","FTS","RC-R","RCFD8776 RCON8776",""
"PPPLF1LS","PPPLF BAL - 1 YR OR LESS","FTS","RC-M","RCONLL59",""
"PPPLFOV1","PPPLF BAL - OVER 1 YR","FTS","RC-M","RCONLL60",""
"PPPLNBAL","PPP LOAN - BAL","FTS","RC-M","RCONLG27",""
"PPPLNNUM","PPP LOAN - NUM","FTS","RC-M","RCONLG26",""
"PPPLNPLG","PPP LN PLEDGED TO PPPLF - BAL","FTS","RC-M","RCONLG28",""
"PREMTS","UNAMORT PREM ON T&S DEPOSITS","FTS","RC-O","RCON5516",""
"PRTAC0","PARTICIPATIONS ACQ. - 0% RW","FTS","RC-R","RCONB661 RCFDB661",""
"PRTAC100","PARTICIPATIONS ACQ. - 100% RW","FTS","RC-R","RCONB663 RCFDB663",""
"PRTAC20","PARTICIPATIONS ACQ. - 20% RW","FTS","RC-R","RCONB662 RCFDB662",""
"PRTACCEA","PARTICIP. ACQ. - C.E. AMOUNT","FTS","RC-R","RCONB660 RCFDB660",""
"PRTACRCR","PARTICIPATIONS ACQ. - R-CR","FTS","RC-R","RCON3429 RCFD3429",""
"PUSHDOWN","PUSHDOWN ACCOUNTING FLAG","FTS","FTS","",""
"PUSHDTE","PUSH DOWN ACCOUNTING CHANGE DTE","FTS","RI-INC","RIAD9106",""
"RB1OTHAD","OTH ADD TO TIER 1","FTS","RC-R","RCONB592 RCFDB592",""
"RB2CPPST","CUM P/P STOCK INC TIER 2","FTS","RC-R","RCFDB593 RCONB593",""
"RB2LNRES","ALLOWANCE FOR CREDIT L&L IN TIER 2","FTS","RC-R","RCFD5310 RCON5310 RCFA5310 RCOA5310 RCFW5310                                            RCOW5310.",""
"RB2OTHAD","OTHER ADDITIONS TO TIER 2","FTS","RC-R","RCFDB594 RCONB594",""
"RBASTDL","LEVERAGE CAPITAL ASSET DEDUCT","FTS","RC-R","RCOAP875 RCFAP875",""
"RBAVASST","TOTAL ASSETS - RC-R","FTS","RC-R","RCFAKW03 RCOAKW03 RCFDL136 RCONL136 RCON3368                                            RCFD3368",""
"RBCARD","ASSETS REQUIRED TO BE DEDUCTED","FTS","RC-R","",""
"RBCCCB","CAP CONSER BUFFER-DIVIDE TO USE","FTS","RC-R","RCFAH311 RCOAH311",""
"RBCCRIRR","CAPITAL REDUCTION-INT-RATE RISK","FTS","RC-R","",""
"RBCCX","CR EXPOSURE-DERIVATIVES","FTS","RC-R","RCFDG642 RCONG642 RCFD8764 RCON8764",""
"RBCDIST","DISTRIBUT & BONUS PAYMENT-QTR","FTS","RC-R","RCFAH314 RCOAH314",""
"RBCEQ","RC-R TOTAL BANK EQ CAPITAL","FTS","RC-R","RCON3210 RCFD3210",""
"RBCEQUP","RETAINED EARNINGS - RBC","FTS","RC-R","RCFDKW00 RCONKW00",""
"RBCEQUPG","NET UNREALIZED G/L ON SECS-TFR","FTS","RC-R","",""
"RBCERI","ELIGIBLE RETAINED INCOME","FTS","RC-R","RCFAH313 RCOAH313",""
"RBCHLIFV","CHANGE IN FAIR VALUE FIN LIAB","FTS","RC-R","RCFDF264 RCONF264",""
"RBCLNRSW","EXCESS L/L RESERVE - REPORTED","FTS","RC-R","RCFDA222 RCONA222",""
"RBCOQIA","OTH QUALIFYING INTANG ASSETS-TFR","FTS","RC-R","",""
"RBCT1ADD","RC-R ADDITIONAL TIER1 CAPITAL","FTS","RC-R","RCOAP865 RCFAP865",""
"RBCT1ADJ","ADJ T1 RBC FOR FIN SUBS","FTS","RC-R","RCFDC228 RCONC228",""
"RBCT1C","RC-R COMMON EQ TIER 1 CAPITAL","FTS","RC-R","RCOAP859 RCFAP859 RCFWP859",""
"RBCT1SUB","TIER 1 CAPITAL SUBTOTAL","FTS","RC-R","RCFDC227 RCONC227",""
"RBCT1TFR","TIER 1 RBC-TFR","FTS","RC-R","",""
"RBCT1W","TIER 1 CAPITAL - REPORTED","FTS","RC-R","RCFD8274 RCON8274 RCFA8274 RCOA8274",""
"RBCT2T","TOTAL TIER 2 CAPITAL","FTS","RC-R","RCFD5311 RCON5311 RCFA5311 RCOA5311 RCFW5311                                            RCOW5311.",""
"RBCT2TFR","TIER 2 RBC-TFR","FTS","RC-R","",""
"RBCT2W","TIER 2 CAPITAL - REPORTED","FTS","RC-R","RCFD8275 RCON8275 RCFA5311 RCOA5311 RCFW5311                                            RCOW5311.",""
"RBCT3","TIER 3 CAPITAL-RBC-PCA","FTS","RC-R","RCFD1395 RCON1395",""
"RBCT3P","TIER 3 CAPITAL-RBC-RBP","FTS","RC-R","",""
"RBCTACB","TOT APP CAP BUF-DIVIDE TO USE","FTS","RC-R","RCFWH312 RCOWH312",""
"RBCTADJ","ADJ TOTAL RBC FOR FIN. SUBS","FTS","RC-R","RCFDB503 RCONB503",""
"RBCTEST","RBC DEMINUS TEST","FTS","RC-R","RCFD6056 RCON6056",""
"RBCTFR","RBC-TOTAL-TFR","FTS","RC-R","",""
"RBCTLE","TOTAL LEVERAGE EXPOSURE-SLR","FTS","RC-R","RCFAH015 RCOAH015",""
"RBCUGTFR","45 % OF UNREAL GAIN ON EQ SEC","FTS","RC-R","",""
"RBCW","TOTAL RISK BASED CAP-REPORTED","FTS","RC-R","RCFD3792 RCON3792 RCFA3792 RCOA3792 RCFW3792                                            RCOW3792.",""
"RBDEDUCT","DEDUCTIONS FROM TOTAL-RBC","FTS","RC-R","RCONB595 RCFDB595",""
"RBLSAFS","NET UNREAL LOSS ON AF EQ SEC","FTS","RC-R","RCONA221 RCFDA221",""
"RBMININT","QUAL MINORITY INT CONS SUB","FTS","RC-R","RCONB589 RCFDB589",""
"RBNQPPSK","NONQUAL PERPETUAL PREFERRED STK","FTS","RC-R","RCONB588 RCFDB588",""
"RBOTHDL","OTH LEVERAGE CAPITAL ADD/DEDUCT","FTS","RC-R","RCFDL137 RCONL137 RCONB596 RCFDB596 RCOAB596                                            RCFAB596",""
"RBQDTPSK","QUAL SUB DEBT & REDEEM PRE-STK","FTS","RC-R","RCON5306 RCFD5306",""
"RBUGAFS","UNREAL GAIN A-F-S EQ SEC-TIER 2","FTS","RC-R","RCFD2221 RCON2221",""
"RCR34A","RCR46A","FTS","RC-R","RCOA5311 RCFA5311",""
"RCR34B","RCR46B","FTS","RC-R","RCOW5311 RCFW5311",""
"RCR40A","RCR48A","FTS","RC-R","RCFAA223 RCOAA223",""
"RCR40B","RCR48B","FTS","RC-R","RCOWA223 RCFWA223",""
"RCR41A","RCR 49A DIVIDE TO USE-SEE NOTE","FTS","RC-R","RCFAP793",""
"RCR41B","RCR 49B DIVIDE TO USE-SEE NOTE","FTS","RC-R","RCFWP793",""
"RCR42A","RCR 50A DIVIDE TO USE-SEE NOTE","FTS","RC-R","RCFA7206",""
"RCR42B","RCR 50B DIVIDE TO USE-SEE NOTE","FTS","RC-R","RCFW7206",""
"RCR43A","RCR 51A DIVIDE TO USE-SEE NOTE","FTS","RC-R","RCFA7205",""
"RCR43B","RCR 51B DIVIDE TO USE-SEE NOTE","FTS","RC-R","RCFW7205",""
"RCR45B","RCR 55B-DIVIDE TO USE-SEE NOTE","FTS","RC-R","RCFAH036 RCOAH036",""
"REM100","CONSUMER REM ABROAD GT 100 YR","FTS","RC-BAL","RCONN521",""
"REMACH","CONSUMER REMIT ABROAD-INT ACH","FTS","RC-M","RCONN518",""
"REMAMT","CONSUMER REM ABROAD AMOUNT","FTS","RC-BAL","RCONN524",""
"REMEXCPT","CONSUMER REM ABROAD NUM EXCEPT","FTS","RC-BAL","RCONN527",""
"REMIWT","CONSUMER REMIT ABROAD-INT WIRE","FTS","RC-M","RCONN517",""
"REMMECH","CONSUMER REM ABROAD MECHANISM","FTS","RC-BAL","RCONN522",""
"REMNUM","CONSUMER REM ABROAD NUMBER","FTS","RC-BAL","RCONN523",""
"REMNUMER","CONS REM NUMB EXCH RATE EXCEPT","FTS","RC-BAL","RCONMM07",""
"REMNUMTP","CONS REM NUMB THIRD PARTY EXCPT","FTS","RC-BAL","RCONMQ52",""
"REMPS","CONSUMER REM ABROAD-PROP INST","FTS","RC-M","RCONN519",""
"REMPSO","CONSUMER REM ABROAD-PROP OTH","FTS","RC-M","RCONN520",""
"REPO0","REPO-STYLE TRANSACT- 0% RW","FTS","RC-R","RCONS517 RCFDS517",""
"REPO100","REPO-STYLE TRANSACT- 100% RW","FTS","RC-R","RCONS522 RCFDS522",""
"REPO150","REPO-STYLE TRANSACT- 150% RW","FTS","RC-R","RCONS523 RCFDS523",""
"REPO2","REPO-STYLE TRANSACT- 2% RW","FTS","RC-R","RCONS518 RCFDS518",""
"REPO20","REPO-STYLE TRANSACT- 20% RW","FTS","RC-R","RCONS520 RCFDS520",""
"REPO4","REPO-STYLE TRANSACT- 4% RW","FTS","RC-R","RCONS519 RCFDS519",""
"REPO50","REPO-STYLE TRANSACT- 50% RW","FTS","RC-R","RCONS521 RCFDS521",""
"REPOCEA","REPO-STYLE TRANSACT- C.E. AMT","FTS","RC-R","RCONS516 RCFDS516",""
"REPOOCE","REPO-STYLE TRAN-OTH APP-CE AMT","FTS","RC-R","RCONH301 RCFDH301",""
"REPOORW","REPO-STYLE TRAN-OTH APR-RWA AMT","FTS","RC-R","RCONH302 RCFDH302",""
"REPOPUR","REPURCHASE AGREEMENTS","FTS","RC-BAL","RCFD0279 RCON0279 RCFDB995",""
"REPOPURD","REPURCHASE AGREEMENT-DOM","FTS","RC-BAL","RCONB995",""
"REPOPURF","REPURCHASE AGREEMENT-FOR","FTS","RC-BAL","",""
"REPORCR","REPO-STYLE TRANSACT- RC-R COL A","FTS","RC-R","RCONS515 RCFDS515",""
"REPOSLDD","SEC PURCH UNDER AGR TO RESELL","FTS","RC-BAL","RCONB989",""
"REPOSLDF","REVERSE REPURCHASE AGREEMENT-FOR","FTS","RC-BAL","",""
"REPOSOLD","REVERSE REPURCHASE AGREEMENTS","FTS","RC-BAL","RCFD0277 RCON0277 RCONB989 RCFDB989",""
"RESOTH","RESIDUAL INTERESTS - OTHER","FTS","RC-BAL","",""
"RESPTDD","RESERVE PAST THRU BAL-DEMAND DEP","FTS","RC-O","RCON2314",""
"RESPTTS","RESERVE PAST THRU BAL-TIM&SAV","FTS","RC-O","RCON2315",""
"RETICRCD","RETAINED INTEREST SECURITIZED CC","FTS","RC-F","RCFDC436 RCONC436",""
"RPTRC","REPORT OF CONDITION FLAG","FTS","FRBH","",""
"RPTRI","REPORT OF INCOME FLAG","FTS","FRBH","",""
"RPWRESG","REP & WTY RES 1-4 FM - US GOVT","FTS","RC-P","RCONL191",""
"RPWRESP","REP & WTY RES 1-4 FM-OTH (PVT)","FTS","RC-P","RCONL192",""
"RPWREST","REP & WTY RES 1-4 FM-TOTAL","FTS","RC-P","RCONM288",""
"RSAG","LN MODS TO BRWRS EXP FIN DFCLTY - AG","FTS","RC-C","RCFD1613 RCON1613 RCFDK168",""
"RSAGSM","LN MODS TO BRWRS EXP FIN DFCLTY AG - SMBK","FTS","RC-C","RCON1657 RCONK168",""
"RSAUTO","LN MODS TO BRWRS EXP FIN DFCLTY - AUTO","FTS","RC-C","RCFDK203 RCONK203",""
"RSCI","LN MODS TO BRWRS EXP FIN DFCLTY - C&I","FTS","RC-C","RCON1621 RCON1612 RCONK256",""
"RSCINUSD","LN MODS TO BRWRS EXP FIN DFCLTY-C&I-NON-U.S.","FTS","RC-C","RCFD1759 RCON1759 RCFDK164 RCONK164",""
"RSCIUSD","LN MODS TO BRWRS EXP FIN DFCLTY-C&I-U.S.","FTS","RC-C","RCFD1758 RCON1758 RCON1621 RCFDK163 RCONK163",""
"RSCNFM","LN MODS TO BRWRS EXP FIN DFCLTY - 1-4 FM CONST","FTS","RC-C","RCONK158",""
"RSCNOT","LN MODS TO BRWRS EXP FIN DFCLTY-OTH CONST & LAND","FTS","RC-C","RCONK159",""
"RSCON","CONSUMER LNS-RESTRUCTURED","FTS","RC-C","",""
"RSCONOTH","LN MODS TO BRWRS EXP FIN DFCLTY-CONSUMER LNS OTHER","FTS","RC-C","RCON1619 RCFDK204 RCONK204",""
"RSCRCD","LN MODS TO BRWRS EXP FIN DFCLTY - CREDIT CARD","FTS","RC-C","RCON1620 RCFDK098 RCONK098",""
"RSDEP","RESTRUCTURED LN - DEP INST","FTS","RC-C","RCFDK167 RCONK167",""
"RSFG","RESTRUCTURED LN - FGN GOVT","FTS","RC-C","RCFDK212 RCONK212",""
"RSIOSTRP","RESIDUAL I-O STRIPS-TFR","FTS","RC-BAL","",""
"RSLDNRW","SEC PUR AGR RESELL - ADJ COL A","FTS","RC-R","RCFDH172 RCONH172",""
"RSLDRCR","SEC PUR AGR RESELL - RC-R COL A","FTS","RC-R","RCFDH171 RCONH171",""
"RSLNGTY","LN MODS TO BRWRS EXP FIN DFCLTY - GOVT GTY","FTS","RC-O","RCFDL189 RCONL189",""
"RSLNLS","RESTRUCTURED LN EXCL 1-4 FM","FTS","RC-C","RCFD1616 RCON1616",""
"RSLNLSTL","LN MODS TO BRWRS EXP FIN DFCLTY-TOTAL","FTS","RC-C","RCONHK25",""
"RSLNREFM","LN MODS TO BRWRS EXP FIN DFCLTY - 1-4 FAMILY","FTS","RC-C","RCONF576",""
"RSMULT","LN MODS TO BRWRS EXP FIN DFCLTY - MULTIFAMILY","FTS","RC-C","RCONK160",""
"RSNROT","LN MODS TO BRWRS EXP FIN DFCLTY - NFNR OTHER","FTS","RC-C","RCONK162",""
"RSNROW","LN MODS TO BRWRS EXP FIN DFCLTY - NFNR OWN-OCC","FTS","RC-C","RCONK161",""
"RSOT","RESTRUCTURED LNS - OTHER","FTS","RC-C","RCFDK267 RCONK267",""
"RSOTH","OTHER LOANS & LEASE-RESTRUCTURED","FTS","RC-C","RCFD8691 RCON8691",""
"RSOTHER","LN MODS TO BRWRS EXP FIN DFCLTY - ALL OTHER","FTS","RC-C","RCFDK165 RCONK165 RCFD1615 RCON1615",""
"RSRE","RE LNS-RESTRUCTURED","FTS","RC-C","RCON1617 RCON1611",""
"RSREAG","LN MODS TO BRWRS EXP FIN DFCLTY - RE FARM","FTS","RC-C","RCONK166",""
"RSREFOR","RESTRUCTURED LN - RE FGN OFFICE","FTS","RC-C","RCFNK289",""
"RT1LES","INT RATE CONTRACTS-1 YR OR LESS","FTS","RC-R","RCFD3809 RCON3809",""
"RT1T5","INT RATE CONTRACTS-1 TO 5 YEARS","FTS","RC-R","RCFD8766 RCON8766",""
"RTEXPOC","INT RATE-PURCHASED OPTIONS-TRADE","FTS","RC-L","RCFD8705 RCON8705",""
"RTEXWOC","INT RATE-WRITTEN OPTIONS-TRADE","FTS","RC-L","RCFD8701 RCON8701",""
"RTFFC","INT RATE-FUTURES & FORWARD CONTR","FTS","RC-L","RCFD3823 RCON3823",""
"RTFOC","INT RATE-FORWARD CONTRACTS","FTS","RC-L","RCFD8697 RCON8697",""
"RTFUC","INT RATE-FUTURES CONTRACTS","FTS","RC-L","RCFD8693 RCON8693",""
"RTMKNV","INT RATE-NOT TRADE-MTM-NEG VAL","FTS","RC-L","RCFD8745 RCON8745",""
"RTMKPV","INT RATE-NOT TRADE-MTM-POS VAL","FTS","RC-L","RCFD8741 RCON8741",""
"RTMV","INT RATE CONTRACTS-MV POS VAL","FTS","RC-R","",""
"RTNVMK","INT RATE-MARKED-TO-MARKET","FTS","RC-L","RCFD8725 RCON8725",""
"RTNVS","INT RATE-SWAPS","FTS","RC-L","RCFD3450 RCON3450",""
"RTNVTR","INT RATE-TOTAL-TRADE","FTS","RC-L","RCFDA126 RCONA126",""
"RTOTCPOC","INT RATE-PURCHASED OPTIONS-OTC","FTS","RC-L","RCFD8713 RCON8713",""
"RTOTCWOC","INT RATE-WRITTEN OPTIONS-OTC","FTS","RC-L","RCFD8709 RCON8709",""
"RTOVR1","INT RATE CONTRACTS-OVER 1 YEAR","FTS","RC-R","DERIVED",""
"RTOVR5","INT RATE CONTRACTS-OVER 5 YEARS","FTS","RC-R","RCFD8767 RCON8767",""
"RTPOC","INT RATE-PUR OPTION CONTRACTS","FTS","RC-L","RCFD3825 RCON3825",""
"RTSWAPFX","INT RATE-SWAPS FIXED RATE","FTS","RC-L","RCFDA589 RCONA589",""
"RTTRNV","INT RATE-TRADE-NEG VALUE","FTS","RC-L","RCFD8737 RCON8737",""
"RTTRPV","INT RATE-TRADE-POS VALUE","FTS","RC-L","RCFD8733 RCON8733",""
"RTWOC","INT RATE-WRITTEN OPTION CONTRACT","FTS","RC-L","RCFD3824 RCON3824",""
"RWA0","RISK WEIGHTED ASSETS AT 0%","FTS","RC-R","RCONG634 RCFDG634 RCONB700 RCFDB700",""
"RWA10","RISK WEIGHTED ASSETS AT 10%","FTS","RC-R","RCONS571 RCFDS571",""
"RWA100","RISK WEIGHTED ASSETS AT 100%","FTS","RC-R","RCONG637 RCFDG637 RCONB703 RCFDB703",""
"RWA1250","RISK WEIGHTED ASSETS AT 1250%","FTS","RC-R","RCONS579 RCFDS579",""
"RWA150","RISK WEIGHTED ASSETS AT 150%","FTS","RC-R","RCONS572 RCFDS572",""
"RWA2","RISK WEIGHTED ASSETS AT 2%","FTS","RC-R","RCONS569 RCFDS569",""
"RWA20","RISK WEIGHTED ASSETS AT 20%","FTS","RC-R","RCONG635 RCFDG635 RCONB701 RCFDB701",""
"RWA250","RISK WEIGHTED ASSETS AT 250%","FTS","RC-R","RCFDS573 RCONS573",""
"RWA300","RISK WEIGHTED ASSETS AT 300%","FTS","RC-R","RCONS574 RCFDS574",""
"RWA4","RISK WEIGHTED ASSETS AT 4%","FTS","RC-R","RCONS570 RCFDS570",""
"RWA400","RISK WEIGHTED ASSETS AT 400%","FTS","RC-R","RCONS575 RCFDS575",""
"RWA50","RISK WEIGHTED ASSETS AT 50%","FTS","RC-R","RCONG636 RCFDG636 RCONB702 RCFDB702",""
"RWA600","RISK WEIGHTED ASSETS AT 600%","FTS","RC-R","RCONS576 RCFDS576",""
"RWA625","RISK WEIGHTED ASSETS AT 625%","FTS","RC-R","RCONS577 RCFDS577",""
"RWA937","RISK WEIGHTED ASSETS AT 937%","FTS","RC-R","RCONS578 RCFDS578",""
"RWAADJ","ADJ TOTAL RWA FOR FIN. SUBS","FTS","RC-R","RCFDB504 RCONB504",""
"RWABDL","RWA BEFORE DEDUCTIONS FOR L/L","FTS","RC-R","RCONB704 RCFDB704",""
"RWABS","TOT ASSETS RECORDED ON BS - RC-R","FTS","RC-R","RCFD3807 RCON3807 RCFD2170 RCON2170",""
